   5001
  1.0  1.0  1.0  1.113202  27360.00  8.3144598e+07
1.348689401782114506e+08 2.814850448876248801e-01 4.014731211824748790e-14
1.350256969611580372e+08 2.813351519190825933e-01 3.520726097447715948e-14
1.351824537441045642e+08 2.811933729160625561e-01 3.126828812862351291e-14
1.353392105270511508e+08 2.810649364359434355e-01 2.878096198196943722e-14
1.354959673099977374e+08 2.809455111367623048e-01 2.699580501714588829e-14
1.356527240929442644e+08 2.808327933927228237e-01 2.562090707337149820e-14
1.358094808758908510e+08 2.807253630442604342e-01 2.451292626366315885e-14
1.359662376588374376e+08 2.806222630884892544e-01 2.359129212805793451e-14
1.361229944417839646e+08 2.805228085029953244e-01 2.280644647963939777e-14
1.362797512247305512e+08 2.804264869329106680e-01 2.212586184819145259e-14
1.364365080076770782e+08 2.803329021101683138e-01 2.152711189168760235e-14
1.365932647906236649e+08 2.802417393337022222e-01 2.099412460973885667e-14
1.367500215735702515e+08 2.801527432611044532e-01 2.051501604721816735e-14
1.369067783565167785e+08 2.800657030010394455e-01 2.008076911271279806e-14
1.370635351394633651e+08 2.799804417517919863e-01 1.968439188420817773e-14
1.372202919224099517e+08 2.798968093868947626e-01 1.932036152006783056e-14
1.373770487053564787e+08 2.798146770168498665e-01 1.898424536089951051e-14
1.375338054883030653e+08 2.797339329145565601e-01 1.867243583526465506e-14
1.376905622712495923e+08 2.796544794054996452e-01 1.838196067171139754e-14
1.378473190541961789e+08 2.795762304554063049e-01 1.811034425487388005e-14
1.380040758371427655e+08 2.794991097718451667e-01 1.785550451909171572e-14
1.381608326200892925e+08 2.794230492909938746e-01 1.761567504091724725e-14
1.383175894030358791e+08 2.793479879574668479e-01 1.738934532596198363e-14
1.384743461859824061e+08 2.792738707301753442e-01 1.717521444801691498e-14
1.386311029689289927e+08 2.792006477646769014e-01 1.697215463210385204e-14
1.387878597518755794e+08 2.791282737348828591e-01 1.677918234268589251e-14
1.389446165348221064e+08 2.790567072659286274e-01 1.659543510580990517e-14
1.391013733177686930e+08 2.789859104565516890e-01 1.642015276114278364e-14
1.392581301007152796e+08 2.789158484741631749e-01 1.625266217175079682e-14
1.394148868836618066e+08 2.788464892094260072e-01 1.609236465850332359e-14
1.395716436666083932e+08 2.787778029799071189e-01 1.593872560033650140e-14
1.397284004495549202e+08 2.787097622744758030e-01 1.579126577028313706e-14
1.398851572325015068e+08 2.786423415317489383e-01 1.564955407316953082e-14
1.400419140154480934e+08 2.785755169471571535e-01 1.551320142322938144e-14
1.401986707983946204e+08 2.785092663042014749e-01 1.538185555492085304e-14
1.403554275813412070e+08 2.784435688262647535e-01 1.525519660247823463e-14
1.405121843642877340e+08 2.783784050459746084e-01 1.513293331642021523e-14
1.406689411472343206e+08 2.783137566896198289e-01 1.501479981073084431e-14
1.408256979301809072e+08 2.782496065745383440e-01 1.490055275446147682e-14
1.409824547131274343e+08 2.781859385177240518e-01 1.478996893734335490e-14
1.411392114960740209e+08 2.781227372541782983e-01 1.468284315161718181e-14
1.412959682790206075e+08 2.780599883637545067e-01 1.457898634239122568e-14
1.414527250619671345e+08 2.779976782054314755e-01 1.447822398698139977e-14
1.416094818449137211e+08 2.779357938581065723e-01 1.438039467028515202e-14
1.417662386278602481e+08 2.778743230671286701e-01 1.428534882861450575e-14
1.419229954108068347e+08 2.778132541958994728e-01 1.419294763881092949e-14
1.420797521937534213e+08 2.777525761819633621e-01 1.410306203308396067e-14
1.422365089766999483e+08 2.776922784970824454e-01 1.401557182300261321e-14
1.423932657596465349e+08 2.776323511108608200e-01 1.393036491854950816e-14
1.425500225425931215e+08 2.775727844575361369e-01 1.384733663021400901e-14
1.427067793255396485e+08 2.775135694056043989e-01 1.376638904382807003e-14
1.428635361084862351e+08 2.774546972299864467e-01 1.368743045930077100e-14
1.430202928914327621e+08 2.773961595864786744e-01 1.361037488563043498e-14
1.431770496743793488e+08 2.773379484882603219e-01 1.353514158560641137e-14
1.433338064573259354e+08 2.772800562842577810e-01 1.346165466449179972e-14
1.434905632402724624e+08 2.772224756391868938e-01 1.338984269772360792e-14
1.436473200232190490e+08 2.771651995151169778e-01 1.331963839330577598e-14
1.438040768061655760e+08 2.771082211544150797e-01 1.325097828511644230e-14
1.439608335891121626e+08 2.770515340639447266e-01 1.318380245381900080e-14
1.441175903720587492e+08 2.769951320004083728e-01 1.311805427247196532e-14
1.442743471550052762e+08 2.769390089567322910e-01 1.305368017427983893e-14
1.444311039379518628e+08 2.768831591494038125e-01 1.299062944023019625e-14
1.445878607208984494e+08 2.768275770066812580e-01 1.292885400462406549e-14
1.447446175038449764e+08 2.767722571576016755e-01 1.286830827673400360e-14
1.449013742867915630e+08 2.767171944217221569e-01 1.280894897702373449e-14
1.450581310697380900e+08 2.766623837995355051e-01 1.275073498653683388e-14
1.452148878526846766e+08 2.766078204635042392e-01 1.269362720821327979e-14
1.453716446356312633e+08 2.765534997496678637e-01 1.263758843902745027e-14
1.455284014185777903e+08 2.764994171497754949e-01 1.258258325195728110e-14
1.456851582015243769e+08 2.764455683039057643e-01 1.252857788689852249e-14
1.458419149844709635e+08 2.763919489935371399e-01 1.247554014972930628e-14
1.459986717674174905e+08 2.763385551350345803e-01 1.242343931881044184e-14
1.461554285503640771e+08 2.762853827735222700e-01 1.237224605827901134e-14
