   5000
  1.0  1.0  1.0  1.113202  27360.00  8.3144598e+07
1.349473185696847439e+08 2.814100984033537367e-01 3.767728654636232369e-14
1.351040753526313007e+08 2.812602054348115055e-01 3.273723540259293559e-14
1.352608321355778575e+08 2.811265403973135513e-01 2.979934085465353487e-14
1.354175889185244441e+08 2.810033324745733752e-01 2.776258310928533641e-14
1.355743457014710009e+08 2.808876897989512345e-01 2.622902692500673047e-14
1.357311024844175577e+08 2.807778969864943575e-01 2.501278722173603558e-14
1.358878592673641145e+08 2.806728291020265664e-01 2.401306530559047144e-14
1.360446160503107011e+08 2.805716970749519978e-01 2.316951895052571628e-14
1.362013728332572579e+08 2.804739199310385955e-01 2.244337400875294043e-14
1.363581296162038147e+08 2.803790539347827404e-01 2.180834968763008466e-14
1.365148863991503716e+08 2.802867502855538873e-01 2.124587409574501276e-14
1.366716431820969582e+08 2.801967283818506127e-01 2.074237512373269743e-14
1.368283999650435150e+08 2.801087581403583493e-01 2.028765697070372245e-14
1.369851567479900718e+08 2.800226478617205417e-01 1.987388125472179793e-14
1.371419135309366286e+08 2.799382356418634310e-01 1.949490251369463010e-14
1.372986703138832152e+08 2.798553831319260943e-01 1.914582052644116671e-14
1.374554270968297720e+08 2.797739709017735832e-01 1.882267019535779121e-14
1.376121838797763288e+08 2.796938949273395925e-01 1.852220147517157886e-14
1.377689406627228856e+08 2.796150638836596980e-01 1.824171986825116573e-14
1.379256974456694424e+08 2.795373970271529118e-01 1.797896864149664485e-14
1.380824542286160290e+08 2.794608225165374216e-01 1.773204039668687810e-14
1.382392110115625858e+08 2.793852760654502720e-01 1.749930968514756907e-14
1.383959677945091426e+08 2.793106998494834792e-01 1.727938096677643920e-14
1.385527245774556994e+08 2.792370416108671538e-01 1.707104792925734974e-14
1.387094813604022861e+08 2.791642539184866489e-01 1.687326133495035435e-14
1.388662381433488429e+08 2.790922935512790692e-01 1.668510335042146854e-14
1.390229949262953997e+08 2.790211209805781301e-01 1.650576686119830710e-14
1.391797517092419565e+08 2.789506999325253034e-01 1.633453866108729489e-14
1.393365084921885431e+08 2.788809970158010465e-01 1.617078568241435871e-14
1.394932652751350999e+08 2.788119814030509125e-01 1.601394363459225691e-14
1.396500220580816567e+08 2.787436245567633808e-01 1.586350756608077743e-14
1.398067788410282135e+08 2.786758999921881697e-01 1.571902397448546829e-14
1.399635356239748001e+08 2.786087830713096514e-01 1.558008417185359650e-14
1.401202924069213569e+08 2.785422508230047112e-01 1.544631867460519479e-14
1.402770491898679137e+08 2.784762817853982386e-01 1.531739243523648921e-14
1.404338059728144705e+08 2.784108558671313238e-01 1.519300076972000528e-14
1.405905627557610273e+08 2.783459542248178376e-01 1.507286586312039993e-14
1.407473195387076139e+08 2.782815591544218203e-01 1.495673375834128868e-14
1.409040763216541708e+08 2.782176539946548677e-01 1.484437175058168388e-14
1.410608331046007276e+08 2.781542230407932359e-01 1.473556612410500698e-14
1.412175898875472844e+08 2.780912514675634162e-01 1.463012017912937558e-14
1.413743466704938710e+08 2.780287252599456527e-01 1.452785250565311366e-14
1.415311034534404278e+08 2.779666311509172982e-01 1.442859546830967010e-14
1.416878602363869846e+08 2.779049565652958464e-01 1.433219387226064972e-14
1.418446170193335414e+08 2.778436895689614938e-01 1.423850378496834601e-14
1.420013738022801280e+08 2.777828188228375073e-01 1.414739149265351139e-14
1.421581305852266848e+08 2.777223335410892169e-01 1.405873257351442730e-14
1.423148873681732416e+08 2.776622234530756184e-01 1.397241107249078175e-14
1.424716441511197984e+08 2.776024787686460771e-01 1.388831876460825035e-14
1.426284009340663850e+08 2.775430901464262523e-01 1.380635449581979922e-14
1.427851577170129418e+08 2.774840486647824900e-01 1.372642359183632663e-14
1.429419144999594986e+08 2.774253457951904034e-01 1.364843732676523114e-14
1.430986712829060555e+08 2.773669733777669455e-01 1.357231244449562305e-14
1.432554280658526421e+08 2.773089235987537537e-01 1.349797072671719969e-14
1.434121848487991989e+08 2.772511889697618082e-01 1.342533860226641237e-14
1.435689416317457557e+08 2.771937623086119240e-01 1.335434679318078927e-14
1.437256984146923125e+08 2.771366367216220317e-01 1.328492999343077531e-14
1.438824551976388693e+08 2.770798055872081278e-01 1.321702657680209510e-14
1.440392119805854559e+08 2.770232625406813254e-01 1.315057833083590808e-14
1.441959687635320127e+08 2.769670014601354757e-01 1.308553021410803519e-14
1.443527255464785695e+08 2.769110164533291063e-01 1.302183013445163163e-14
1.445094823294251263e+08 2.768553018454785741e-01 1.295942874600877350e-14
1.446662391123717129e+08 2.767998521678839974e-01 1.289827926323937956e-14
1.448229958953182697e+08 2.767446621473192980e-01 1.283833729022861502e-14
1.449797526782648265e+08 2.766897266961250712e-01 1.277956066381886501e-14
1.451365094612113833e+08 2.766350409029458834e-01 1.272190930925479328e-14
1.452932662441579700e+08 2.765806000240625950e-01 1.266534510717176631e-14
1.454500230271045268e+08 2.765263994752731325e-01 1.260983177088314370e-14
