1.349473185696847439e+08 3.767728654636232369e-14 2.814100984033537367e-01 9.999999999999994179e+04
1.351040753526313007e+08 3.273833505418212667e-14 2.812696530325722866e-01 1.150287044483209611e+05
1.352608321355778575e+08 2.980095960512528675e-14 2.811418116652957822e-01 1.263092424274727964e+05
1.354175889185244441e+08 2.776449739684384433e-14 2.810227082358647266e-01 1.355163009743786533e+05
1.355743457014710009e+08 2.623112740527189865e-14 2.809101839254359301e-01 1.433806244003043685e+05
1.357311024844175577e+08 2.501501257423257375e-14 2.808028774010539186e-01 1.502936972352903977e+05
1.358878592673641145e+08 2.401537792449757107e-14 2.806998597739953083e-01 1.564922051621651335e+05
1.360446160503107011e+08 2.317189426877659857e-14 2.806004610330677940e-01 1.621312690719378588e+05
1.362013728332572579e+08 2.244579520442901663e-14 2.805041775136102866e-01 1.673186213584966026e+05
1.363581296162038147e+08 2.181080481643409712e-14 2.804106182989496432e-01 1.721324316011567716e+05
1.365148863991503716e+08 2.124835442908326694e-14 2.803194721480581908e-01 1.766313974095559679e+05
1.366716431820969582e+08 2.074487413267169502e-14 2.802304860457944802e-01 1.808608285132893652e+05
1.368283999650435150e+08 2.029016967727264494e-14 2.801434507181003175e-01 1.848565038489589351e+05
1.369851567479900718e+08 1.987640380260616629e-14 2.800581905183837095e-01 1.886472190354005725e+05
1.371419135309366286e+08 1.949743187539570035e-14 2.799745561646944658e-01 1.922565272455989616e+05
1.372986703138832152e+08 1.914835429829791786e-14 2.798924193975009245e-01 1.957039636819426960e+05
1.374554270968297720e+08 1.882520645083405348e-14 2.798116689679094882e-01 1.990059284004588262e+05
1.376121838797763288e+08 1.852473865778261769e-14 2.797322075700151567e-01 2.021763366113678494e+05
1.377689406627228856e+08 1.824425671206767244e-14 2.796539494575462914e-01 2.052271067834800051e+05
1.379256974456694424e+08 1.798150411122249623e-14 2.795768185658119021e-01 2.081685331367370381e+05
1.380824542286160290e+08 1.773457364187688064e-14 2.795007470130214111e-01 2.110095741350614699e+05
1.382392110115625858e+08 1.750184000479954455e-14 2.794256738906947812e-01 2.137580788968674606e+05
1.383959677945091426e+08 1.728190778164465234e-14 2.793515442773336632e-01 2.164209670131858147e+05
1.385527245774556994e+08 1.707357075998764736e-14 2.792783084266172722e-01 2.190043729113260633e+05
1.387094813604022861e+08 1.687577978465817228e-14 2.792059210935382008e-01 2.215137628986359341e+05
1.388662381433488429e+08 1.668761709069397761e-14 2.791343409706668610e-01 2.239540309122968174e+05
1.390229949262953997e+08 1.650827562076203816e-14 2.790635302131577178e-01 2.263295774971542705e+05
1.391797517092419565e+08 1.633704221656970038e-14 2.789934540358748327e-01 2.286443754455003946e+05
1.393365084921885431e+08 1.617328385076596115e-14 2.789240803695910431e-01 2.309020247350904974e+05
1.394932652751350999e+08 1.601643626683358201e-14 2.788553795659285406e-01 2.331057988098665373e+05
1.396500220580816567e+08 1.586599454211359626e-14 2.787873241427895610e-01 2.352586838037146081e+05
1.398067788410282135e+08 1.572150519876518836e-14 2.787198885636353318e-01 2.373634119708242361e+05
1.399635356239748001e+08 1.558255956976461633e-14 2.786530490452287512e-01 2.394224903284195170e+05
1.401202924069213569e+08 1.544878818941143586e-14 2.785867833894443146e-01 2.414382253185434965e+05
1.402770491898679137e+08 1.531985602550474589e-14 2.785210708355347342e-01 2.434127441404233396e+05
1.404338059728144705e+08 1.519545840713419425e-14 2.784558919298694701e-01 2.453480132831069641e+05
1.405905627557610273e+08 1.507531753062251168e-14 2.783912284106638269e-01 2.472458546917049098e+05
1.407473195387076139e+08 1.495917944854499767e-14 2.783270631056274924e-01 2.491079599238811352e+05
1.409040763216541708e+08 1.484681146441326112e-14 2.782633798407901926e-01 2.509359025916989485e+05
1.410608331046007276e+08 1.473799986963613089e-14 2.782001633590374112e-01 2.527311493342423346e+05
1.412175898875472844e+08 1.463254797057271013e-14 2.781373992471105061e-01 2.544950695261754736e+05
1.413743466704938710e+08 1.453027436249628421e-14 2.780750738700126790e-01 2.562289438945612346e+05
1.415311034534404278e+08 1.443101141456572568e-14 2.780131743119144683e-01 2.579339721893094829e+05
1.416878602363869846e+08 1.433460393581837292e-14 2.779516883227830526e-01 2.596112800303634140e+05
1.418446170193335414e+08 1.424090799702836262e-14 2.778906042700662882e-01 2.612619250363380706e+05
1.420013738022801280e+08 1.414978988723849294e-14 2.778299110948533879e-01 2.628869023240288952e+05
1.421581305852266848e+08 1.406112518704217378e-14 2.777695982720116974e-01 2.644871494554284145e+05
1.423148873681732416e+08 1.397479794340160943e-14 2.777096557738636950e-01 2.660635508981156745e+05
1.424716441511197984e+08 1.389069993303970500e-14 2.776500740370243525e-01 2.676169420558485435e+05
1.426284009340663850e+08 1.380873000332281452e-14 2.775908439320666776e-01 2.691481129185552709e+05
1.427851577170129418e+08 1.372879348112669507e-14 2.775319567357226180e-01 2.706578113744523725e+05
1.429419144999594986e+08 1.365080164150574434e-14 2.774734041053641964e-01 2.721467462214648840e+05
1.430986712829060555e+08 1.357467122910520053e-14 2.774151780555378921e-01 2.736155899104040582e+05
1.432554280658526421e+08 1.350032402620406059e-14 2.773572709363521516e-01 2.750649810483278707e+05
1.434121848487991989e+08 1.342768646208173384e-14 2.772996754135404474e-01 2.764955266870506457e+05
1.435689416317457557e+08 1.335668925909022471e-14 2.772423844500433998e-01 2.779078044187517953e+05
1.437256984146923125e+08 1.328726711140169774e-14 2.771853912889690186e-01 2.793023642980375444e+05
1.438824551976388693e+08 1.321935839290521201e-14 2.771286894378058863e-01 2.806797306075700908e+05
1.440392119805854559e+08 1.315290489115923772e-14 2.770722726537777070e-01 2.820404034824509290e+05
1.441959687635320127e+08 1.308785156468119012e-14 2.770161349302398546e-01 2.833848604068306158e+05
1.443527255464785695e+08 1.302414632117979267e-14 2.769602704840263829e-01 2.847135575947091565e+05
1.445094823294251263e+08 1.296173981461528112e-14 2.769046737436684502e-01 2.860269312656187103e+05
1.446662391123717129e+08 1.290058525921585423e-14 2.768493393384102719e-01 2.873253988247414236e+05
1.448229958953182697e+08 1.284063825879130639e-14 2.767942620879574323e-01 2.886093599560105940e+05
1.449797526782648265e+08 1.278185664987091278e-14 2.767394369928982134e-01 2.898791976358375978e+05
1.451365094612113833e+08 1.272420035735379873e-14 2.766848592257444284e-01 2.911352790743482183e+05
1.452932662441579700e+08 1.266763126150200702e-14 2.766305241225422984e-01 2.923779565903234179e+05
1.454500230271045268e+08 1.261211307523155433e-14 2.765764271750103531e-01 2.936075684254250955e+05
1.456067798100510836e+08 1.255761123076730284e-14 2.765225640231634419e-01 2.948244395027293940e+05
1.457635365929976404e+08 1.250409277482361653e-14 2.764689304483861632e-01 2.960288821341223083e+05
1.459202933759442270e+08 1.245152627155874940e-14 2.764155223669231276e-01 2.972211966806786950e+05
1.460770501588907838e+08 1.239988171262646380e-14 2.763623358237548011e-01 2.984016721697648172e+05
1.462338069418373406e+08 1.234913043371629166e-14 2.763093669868311175e-01 2.995705868722466985e+05
1.463905637247838974e+08 1.229924503703308677e-14 2.762566121416386578e-01 3.007282088428913848e+05
1.465473205077304840e+08 1.225019931921975215e-14 2.762040676860758048e-01 3.018747964267689968e+05
1.467040772906770408e+08 1.220196820427447287e-14 2.761517301256165013e-01 3.030105987342149019e+05
1.468608340736235976e+08 1.215452768105630007e-14 2.760995960687421258e-01 3.041358560866842745e+05
1.470175908565701544e+08 1.210785474501033452e-14 2.760476622226228360e-01 3.052508004356374731e+05
1.471743476395167112e+08 1.206192734377808328e-14 2.759959253890327813e-01 3.063556557564053801e+05
1.473311044224632978e+08 1.201672432638873062e-14 2.759443824604829731e-01 3.074506384188236552e+05
1.474878612054098547e+08 1.197222539575420401e-14 2.758930304165582159e-01 3.085359575362788164e+05
1.476446179883564115e+08 1.192841106421572149e-14 2.758418663204444954e-01 3.096118152946695918e+05
1.478013747713029683e+08 1.188526261191143177e-14 2.757908873156351692e-01 3.106784072626696434e+05
1.479581315542495549e+08 1.184276204775476894e-14 2.757400906228043014e-01 3.117359226845609373e+05
1.481148883371961117e+08 1.180089207283109673e-14 2.756894735368375371e-01 3.127845447568128584e+05
