   5000
  2.7555075e+07  1.0093866e+04  5.7181381e-13  1.113202  27360.00  8.3144598e+07
      4.89736713      1.00000000      1.00000000
      4.90305598      1.00952284      0.98497435
      4.90874484      1.01954895      0.96983476
      4.91443369      1.02957506      0.95507265
      4.92012254      1.04003573      0.94028309
      4.92581140      1.05097814      0.92544391
      4.93150025      1.06192054      0.91190508
      4.93718910      1.07315818      0.89759680
      4.94287796      1.08513794      0.88341046
      4.94856681      1.09711769      0.86937756
      4.95425567      1.10913667      0.85549706
      4.95994452      1.12152955      0.84170898
      4.96563337      1.13392243      0.82801426
      4.97132223      1.14631530      0.81441556
      4.97701108      1.15982449      0.80086734
      4.98269993      1.17345044      0.78736316
      4.98838879      1.18707640      0.77390926
      4.99407764      1.20253171      0.76050269
      4.99976649      1.21871389      0.74714986
      5.00545535      1.23489606      0.73385611
      5.01114420      1.25258944      0.72062389
      5.01683305      1.27164465      0.70750347
      5.02252191      1.29069987      0.69450235
      5.02821076      1.31002879      0.68162135
      5.03389961      1.32989777      0.66893354
      5.03958847      1.34976676      0.65646848
      5.04527732      1.36970181      0.64422008
      5.05096617      1.39002116      0.63224235
      5.05665503      1.41034051      0.62058176
      5.06234388      1.43065987      0.60922526
      5.06803273      1.45150238      0.59815702
      5.07372159      1.47236837      0.58737611
      5.07941044      1.49323436      0.57687084
      5.08509929      1.51434348      0.56661453
      5.09078815      1.53552629      0.55658354
      5.09647700      1.55670910      0.54676978
      5.10216585      1.57844461      0.53715369
      5.10785471      1.60058409      0.52769894
      5.11354356      1.62272357      0.51840200
      5.11923241      1.64562242      0.50925834
      5.12492127      1.66971861      0.50022922
      5.13061012      1.69381479      0.49131526
      5.13629897      1.71846076      0.48251485
      5.14198783      1.74532752      0.47382207
      5.14767668      1.77219428      0.46524186
      5.15336554      1.79908068      0.45677250
      5.15905439      1.82818375      0.44842186
      5.16474324      1.85728682      0.44021038
      5.17043210      1.88638989      0.43213430
      5.17612095      1.91659462      0.42419199
      5.18180980      1.94704261      0.41641402
      5.18749866      1.97749059      0.40879460
      5.19318751      2.00848797      0.40132032
      5.19887636      2.03980872      0.39400412
      5.20456522      2.07112947      0.38684026
      5.21025407      2.10316161      0.37981955
      5.21594292      2.13609979      0.37289944
      5.22163178      2.16903796      0.36608195
      5.22732063      2.20263972      0.35936486
      5.23300948      2.23823114      0.35271594
      5.23869834      2.27382256      0.34613465
      5.24438719      2.30974631      0.33962109
      5.25007604      2.35083538      0.33318388
      5.25576490      2.39192445      0.32683389
      5.26145375      2.43301353      0.32056955
      5.26714260      2.47804874      0.31439543
      5.27283146      2.52366946      0.30833148
      5.27852031      2.56929017      0.30237431
      5.28420916      2.61504626      0.29652081
      5.28989802      2.66086571      0.29081611
      5.29558687      2.70668516      0.28525378
      5.30127572      2.75278398      0.27982654
      5.30696458      2.79917185      0.27455786
      5.31265343      2.84555972      0.26944571
      5.31834228      2.89246323      0.26448263
      5.32403114      2.94055939      0.25963654
      5.32971999      2.98865555      0.25490101
      5.33540885      3.03694545      0.25027160
      5.34109770      3.08676853      0.24575830
      5.34678655      3.13659161      0.24136260
      5.35247541      3.18641468      0.23707947
      5.35816426      3.24100298      0.23291506
      5.36385311      3.29599139      0.22887825
      5.36954197      3.35097981      0.22496327
      5.37523082      3.40355068      0.22116885
      5.38091967      3.45524044      0.21750422
      5.38660853      3.50693020      0.21396343
      5.39229738      3.55700524      0.21054192
      5.39798623      3.60572260      0.20726587
      5.40367509      3.65443996      0.20413033
      5.40936394      3.70245115      0.20112849
      5.41505279      3.74917133      0.19824448
      5.42074165      3.79589152      0.19546878
      5.42643050      3.84233727      0.19279661
      5.43211935      3.88738338      0.19021757
      5.43780821      3.93242949      0.18772218
      5.44349706      3.97747560      0.18530709
      5.44918591      4.02179840      0.18296664
      5.45487477      4.06610210      0.18069305
      5.46056362      4.11040581      0.17848385
      5.46625247      4.15427818      0.17633465
      5.47194133      4.19803215      0.17423667
      5.47763018      4.24178612      0.17218818
      5.48331903      4.28538489      0.17018640
      5.48900789      4.32887801      0.16822325
      5.49469674      4.37237112      0.16629748
      5.50038559      4.41620165      0.16440783
      5.50607445      4.46052719      0.16254692
      5.51176330      4.50485274      0.16071360
      5.51745215      4.54959963      0.15890716
      5.52314101      4.59587879      0.15712211
      5.52882986      4.64215795      0.15535685
      5.53451872      4.68849045      0.15361098
      5.54020757      4.73681956      0.15188509
      5.54589642      4.78514867      0.15018018
      5.55158528      4.83347778      0.14849577
      5.55727413      4.88368763      0.14683245
      5.56296298      4.93426542      0.14519364
      5.56865184      4.98484321      0.14357870
      5.57434069      5.03541905      0.14198730
      5.58002954      5.08599381      0.14042407
      5.58571840      5.13656857      0.13888821
      5.59140725      5.18720011      0.13737950
      5.59709610      5.23789911      0.13590764
      5.60278496      5.28859811      0.13447231
      5.60847381      5.33923728      0.13307239
      5.61416266      5.38971256      0.13171053
      5.61985152      5.44018783      0.13038601
      5.62554037      5.49037158      0.12909769
      5.63122922      5.53709807      0.12784623
      5.63691808      5.58382457      0.12663135
      5.64260693      5.63055106      0.12545193
      5.64829578      5.67504590      0.12430738
      5.65398464      5.71925958      0.12319690
      5.65967349      5.76347326      0.12211947
      5.66536234      5.80665355      0.12107386
